1	0.2981765565
2	-0.2705652084
3	0.0984576218
4	-0.1910265162
5	0.0854802580
6	0.1140816264
7	0.0271418468
8	-0.1517283529
9	0.1164566240
10	-0.0135829541
11	-0.4575208989
12	0.7886496096
13	0.2007754888
14	-0.0380487438
15	0.0796430027
16	-0.2098178487
17	0.0799201003
18	0.2097904587
19	-0.1705109873
20	-0.2559745173
21	-0.0446295579
22	-0.4957437546
23	0.0207240118
24	-0.0492547406
25	-0.1715494774
26	0.1126721967
27	0.0345783679
28	0.1988610875
29	0.5676551976
30	0.0789129936
31	-0.1878545542
32	-0.0266810016
33	-0.1319883296
34	0.4011163212
35	0.2660527560
36	-0.2186441517
37	-0.1810159080
38	0.2180298133
39	0.1461152288
40	0.0173629591
41	-0.2412575995
42	-0.0017221891
43	-0.8599590083
44	-0.1013020037
45	-0.7039205249
46	-0.3404456667
47	-0.0711171682
48	-0.5813014419
49	0.2064160817
50	-0.5435561685
51	0.1404055209
52	-0.0802070884
53	-0.4489403551
54	-0.2414530854
55	-0.5215914479
56	-0.1247524869
57	0.0022917487
58	0.1215664365
59	0.2747273117
60	-0.1044004905
61	0.2712513980
62	-0.3733826383
63	-0.1945213009
64	0.5370579436
65	-0.3993375647
66	-0.0850536741
67	0.2386481719
68	0.4013356396
69	-0.2344729079
70	0.3066537874
71	0.1216527227
72	nan
73	0.2541610289
74	0.3624126185
75	0.7144061172
76	-0.1727734356
77	-0.3574235197
78	-0.1750032390
79	0.1235388084
80	0.1419988821
81	0.0908619834
82	-0.1168775828
83	0.2675885923
84	-0.2024214754
85	-0.0027166424
86	0.0001730415
87	-0.4035571231
88	-0.4489403551
89	-0.6614636684
90	0.0304186704
91	0.2681561858
92	0.1237222991
93	0.2975215904
94	-0.3151124700
95	0.4825034588
96	0.2918790829
97	0.0645275334
98	-0.1760132977
99	0.1704301626
100	-0.0897795829
101	0.0883855838
102	0.0098738699
103	-0.0836982739
104	0.0965258277
105	-0.1996016122
106	0.6667063120
107	-0.3401700915
108	0.2083283123
109	0.2778507064
110	0.2888771297
111	0.0874214411
112	-0.7173318833
113	0.3197402275
114	-0.0112447980
115	0.1469721129
116	0.0398167925
117	0.0614729538
118	nan
119	0.0526101715
120	-0.4209796724
121	0.0446178125
122	-0.0723550477
123	-0.6941091160
124	0.1580586475
125	0.1007740034
126	-0.1966883187
127	-0.0170302538
128	-0.4016001397
129	0.3613308381
130	-0.4641688229
131	0.3298291371
132	-0.4060995292
133	0.3240169574
134	0.1460615933
135	0.1850552554
136	1.0143134830
137	0.1732282762
138	0.2661698278
139	0.1364779191
140	0.0602061131
141	0.0468291681
142	0.3116021941
143	0.0058819514
144	-0.0387256549
145	-0.0248676250
146	0.3720957654
147	0.2938765970
148	0.1461048382
149	-0.4968010165
150	-0.8414470110
151	-1.0387256549
152	0.0613823673
153	0.1504737540
154	0.5510596449
155	0.0258496397
156	0.2939147082
157	-0.0797764421
158	0.0637403146
159	0.2419178251
160	-0.1071486884
161	0.0190870028
162	0.2815210119
163	0.2842395279
164	0.2927212449
165	-1.0031264383
166	0.2222781701
167	-0.3017797926
168	0.2246772477
169	0.3070920591
170	0.2738126750
171	-0.0368561234
172	-0.1525812104
173	-0.1991618228
174	-0.4944354106
175	-0.0358368044
176	-0.1516784521
177	-0.0007697413
178	0.1367970627
179	0.3119978485
180	-0.2542839754
181	0.4159483346
182	0.0285779345
183	0.2761303442
184	0.1727026465
