1	49	0.9082395252
1	92	0.8255457426
1	105	0.5022218313
2	16	0.1214947194
2	40	0.5758563350
2	44	0.3385264094
2	69	0.0721846009
2	71	0.7844358622
2	76	0.1955835456
2	83	1.0763076014
2	89	0.6091015400
2	108	0.9577870415
2	158	0.6686110460
2	160	0.3268330400
3	11	0.4440214793
3	18	0.2226656738
3	44	0.8002403745
3	51	1.0419478991
3	89	0.2400787098
3	140	0.9617484913
3	145	0.8766747532
3	155	0.9273920179
3	157	0.8217659361
3	167	0.5997625856
4	57	0.3866365298
4	119	1.2436366877
4	141	1.2378556843
5	2	0.6439545336
5	6	0.0572027368
5	7	0.9416615888
5	11	0.4569988432
5	22	0.4187759874
5	27	0.9490981100
5	46	0.5740740753
5	71	1.0361724647
5	79	0.0761171008
5	81	0.0107634508
5	83	0.3642166687
5	90	0.9449384124
5	106	1.1624521080
5	108	0.2456961087
5	115	0.1229837099
5	128	0.5129196023
5	154	0.9311587738
5	158	0.9782600566
5	160	0.8073710536
5	170	0.3766648340
5	180	0.6602357666
5	182	0.9430976765
6	38	1.1039481869
6	68	0.5745080264
6	73	0.2801588051
6	74	0.4966619843
6	79	0.0189143640
6	83	0.3070139319
6	95	0.7368436650
6	108	0.1884933720
6	129	0.4944984236
6	148	0.0640464237
7	2	0.7022929448
7	17	0.1055565071
7	27	1.0074365212
7	28	0.3434384815
7	35	1.2389109092
7	47	0.9017409850
7	51	0.2265273483
7	64	1.0198321937
7	79	1.0963969616
7	83	0.4808934911
7	90	0.0065536472
7	94	0.6577456832
7	108	0.3623729311
7	114	0.9616133553
7	116	0.0253498914
7	137	0.2921728589
7	141	0.0393746427
7	150	0.1314111422
7	158	1.0365984678
7	160	0.8657094648
7	169	0.5599004247
7	177	0.9720884119
8	28	0.7011788809
8	33	0.0394800466
8	77	0.7943048333
8	95	1.2684636235
8	97	1.2162558864
8	150	0.3102813419
8	162	0.8664987297
8	179	0.9274524029
9	28	1.0824044635
9	34	0.5693193943
9	66	0.7984897019
9	96	0.3508449178
9	99	0.1079470771
9	109	0.3227881646
9	113	1.2032836035
10	1	0.6235190211
10	49	0.4399980716
10	84	0.8111614787
10	92	0.2746105063
10	93	0.6222090890
10	120	0.5926032817
10	130	0.5494141312
10	136	0.0278964371
10	143	1.0194649055
10	153	0.3281134162
11	46	0.2341504643
11	82	0.6812866322
11	85	0.9096085129
11	102	1.4673947688
11	154	0.0085805437
11	157	1.3777444568
11	158	1.0425224269
11	180	1.2032369235
12	23	0.2320744023
12	28	0.4102114779
12	30	0.2902633840
12	47	0.1402332222
12	51	0.3517559114
12	52	0.1311433020
12	57	0.2136421391
12	66	0.1262967164
12	71	0.3330031131
12	79	0.3348891988
12	93	0.5088719808
12	97	0.2758779238
12	113	0.5310906180
12	124	0.3694090379
12	141	0.2581795585
12	154	0.7624100353
12	158	0.2750907050
12	161	0.2304373932
12	163	0.4955899183
12	164	0.5040716353
12	166	0.4336285605
13	34	0.4006816648
13	35	0.1305545343
13	38	0.0345086489
13	59	0.1479036458
13	64	0.6725649096
13	74	0.3232742594
13	83	1.0668131035
13	108	1.0075528235
13	147	0.1862022163
13	148	0.9453293494
13	164	0.1838915122
14	10	0.0489315796
14	80	1.1800476260
14	92	0.3235420858
14	120	0.6170690715
14	130	0.5738799210
14	143	1.0439306953
14	149	0.5412477274
15	91	0.3770263662
15	131	0.5003722688
15	173	0.7211951745
16	37	0.0576038814
16	40	0.4543616156
16	71	0.6629411428
16	76	1.0370444131
16	121	0.5088713224
17	20	0.6641053824
17	48	0.3387784578
17	50	0.3765237311
17	63	0.7255585988
