1	10	0.6235190211
1	21	0.6856122288
1	49	0.0917604748
1	92	0.1744542574
1	105	0.4977781687
106	1	0.3685297555
1	153	0.2954056049
5	2	0.3560454664
7	2	0.2977070552
16	2	0.1214947194
30	2	0.3494782020
40	2	0.5758563350
44	2	0.3385264094
69	2	0.0721846009
71	2	0.7844358622
76	2	0.1955835456
79	2	0.3941040168
83	2	1.0763076014
86	2	0.2707382499
2	89	0.3908984600
90	2	0.3009838788
91	2	0.5387213942
95	2	0.7530686672
106	2	0.9372715204
108	2	0.9577870415
127	2	0.2535349546
154	2	0.8216248533
158	2	0.6686110460
160	2	0.3268330400
3	11	0.5559785207
18	3	0.2226656738
3	44	0.1997596255
51	3	0.0419478991
3	60	0.2028581123
79	3	0.0250811866
83	3	0.1691309705
3	85	0.1011742642
3	89	0.7599212902
91	3	0.1696985640
106	3	0.5682486902
131	3	0.2313715153
3	140	0.0382515087
3	145	0.1233252468
146	3	0.2736381436
3	155	0.0726079821
3	157	0.1782340639
3	158	0.0694346144
3	167	0.4002374144
18	4	0.4008169749
57	4	0.3866365298
83	4	0.4586151085
119	4	0.2436366877
133	4	0.5150434736
141	4	0.2378556843
142	4	0.5026287103
158	4	0.2547668308
6	5	0.0572027368
5	7	0.0583384112
5	11	0.5430011568
5	22	0.5812240126
5	27	0.0509018900
5	37	0.2664961660
5	42	0.1744048941
5	46	0.4259259247
5	52	0.3313746928
5	54	0.6538666867
67	5	0.1531679139
68	5	0.3158553816
71	5	0.0361724647
73	5	0.1686807709
75	5	0.6289258593
79	5	0.0761171008
81	5	0.0107634508
83	5	0.3642166687
5	85	0.1763938007
5	86	0.1706144329
5	90	0.0550615876
95	5	0.3970232009
5	97	0.0419054491
5	102	0.1512127761
106	5	1.1624521080
108	5	0.2456961087
113	5	0.2342599696
115	5	0.1229837099
124	5	0.0725783895
5	128	0.4870803977
129	5	0.2758505802
134	5	0.0605813353
5	141	0.0386510899
148	5	0.0606245802
154	5	0.9311587738
5	158	0.0217399434
5	160	0.1926289464
162	5	0.1960407540
170	5	0.3766648340
179	5	0.2265175905
5	180	0.3397642334
5	182	0.0569023235
38	6	0.1039481869
6	52	0.3885774296
68	6	0.5745080264
73	6	0.2801588051
74	6	0.4966619843
75	6	0.6003244909
79	6	0.0189143640
83	6	0.3070139319
6	84	0.6330062034
95	6	0.7368436650
106	6	0.5526246856
108	6	0.1884933720
124	6	0.0439770212
129	6	0.4944984236
147	6	0.1797949706
148	6	0.0640464237
154	6	0.4369780185
17	7	0.1055565071
7	23	0.0128356699
27	7	0.0074365212
28	7	0.3434384815
30	7	0.0517711468
35	7	0.2389109092
7	47	0.0982590150
51	7	0.2265273483
59	7	0.2475854649
7	60	0.2630846745
61	7	0.2441095513
7	62	0.4005244851
64	7	1.0198321937
7	66	0.1121955208
68	7	0.3741937928
79	7	0.0963969616
83	7	0.4808934911
7	85	0.0597169784
90	7	0.0065536472
91	7	0.2410143390
7	94	0.3422543168
95	7	0.4553616121
7	100	0.2338428594
7	103	0.2216802413
106	7	0.6395644652
108	7	0.3623729311
7	114	0.0383866447
116	7	0.0253498914
7	127	0.0883442012
133	7	0.2968751106
137	7	0.2921728589
141	7	0.0393746427
7	150	0.8685888578
154	7	0.5239177981
156	7	0.2667728614
158	7	0.0365984678
7	160	0.1342905352
168	7	0.1975354010
169	7	0.5599004247
170	7	0.2466708282
7	172	0.3594461143
7	175	0.1259573024
7	177	0.0279115881
8	22	0.6880308034
28	8	0.7011788809
33	8	0.0394800466
8	36	0.0669157988
8	54	0.1794494649
8	77	0.2056951667
8	78	0.0232748861
81	8	0.2425903363
95	8	1.2684636235
97	8	0.2162558864
101	8	0.2401139367
108	8	0.3600566653
139	8	0.2882062720
8	150	0.6897186581
154	8	0.7027879978
162	8	0.8664987297
179	8	0.9274524029
9	26	0.0037844274
28	9	0.0824044635
34	9	0.5693193943
38	9	0.1015731892
9	66	0.2015102981
70	9	0.1901971634
96	9	0.3508449178
99	9	0.1079470771
9	104	0.0398615927
109	9	0.3227881646
113	9	0.2032836035
9	114	0.2554028440
9	125	0.0313652413
9	152	0.1101485136
9	171	0.3066254949
178	9	0.0203404386
10	14	0.0489315796
10	20	0.2423915632
10	21	0.0620932077
10	31	0.3485432002
49	10	0.4399980716
10	56	0.2223390657
64	10	0.5506408977
83	10	0.2811715464
10	84	0.1888385213
92	10	0.2746105063
93	10	0.6222090890
97	10	0.0781104875
10	105	0.3720373164
10	120	0.4073967183
10	122	0.1175441872
10	130	0.4505858688
10	132	0.7850331504
136	10	1.0278964371
143	10	0.0194649055
153	10	0.3281134162
18	11	0.6673113576
30	11	0.5364338925
44	11	0.3562188952
46	11	0.2341504643
47	11	0.3864037307
79	11	0.5810597072
81	11	0.5483828823
82	11	0.6812866322
83	11	0.7251094912
85	11	0.9096085129
91	11	0.7256770847
102	11	0.4673947688
108	11	0.6658492112
117	11	0.5189938526
131	11	0.7873500360
140	11	0.5177270119
154	11	1.0085805437
155	11	0.4833705386
157	11	0.3777444568
158	11	1.0425224269
161	11	0.4766079016
180	11	0.2032369235
12	23	0.7679255977
12	28	0.5897885221
12	30	0.7097366160
12	39	1.2850687616
12	47	0.8597667778
12	51	0.6482440886
12	52	0.8688566980
12	57	0.7863578609
12	64	0.2515916660
12	66	0.8737032836
12	71	0.6669968869
12	79	0.6651108012
12	93	0.4911280192
12	97	0.7241220762
12	113	0.4689093820
12	115	1.2833549934
12	124	0.6305909621
12	130	1.2528184325
12	141	0.7418204415
12	146	0.8331076883
12	154	0.2375899647
12	156	0.9894698027
12	158	0.7249092950
12	161	0.7695626068
12	163	0.5044100817
12	164	0.4959283647
12	166	0.5663714395
12	170	1.0296738693
12	174	1.2830850202
34	13	0.4006816648
35	13	0.1305545343
38	13	0.0345086489
13	39	0.1093205200
13	58	0.1584181047
59	13	0.1479036458
64	13	0.6725649096
70	13	0.1058782986
74	13	0.3232742594
83	13	0.0668131035
13	90	0.1703568185
93	13	0.0967461016
108	13	0.0075528235
13	124	0.0854336826
147	13	0.1862022163
13	148	0.0546706506
164	13	0.1838915122
166	13	0.0215026813
13	173	0.7998746232
14	21	0.0065808141
14	31	0.2996116206
49	14	0.2444648256
14	56	0.1734074861
80	14	0.1800476260
92	14	0.3235420858
14	105	0.3231057368
14	120	0.3829309285
14	122	0.0343063038
14	130	0.4261200790
14	132	0.7361015708
143	14	0.0439306953
14	149	0.4587522726
15	40	0.0622800436
15	42	0.1627303836
91	15	0.3770263662
131	15	0.5003722688
15	160	0.3735833823
15	173	0.2788048255
37	16	0.0576038814
40	16	0.4543616156
16	69	0.0493101185
71	16	0.6629411428
76	16	0.0370444131
91	16	0.4779740345
95	16	0.6923213075
106	16	0.8765241607
121	16	0.5088713224
156	16	0.5037325569
169	16	0.5169099078
184	16	0.3825204952
17	20	0.3358946176
17	33	0.4238168598
17	47	0.1510372685
17	48	0.6612215422
17	50	0.6234762689
17	63	0.2744414012
17	65	0.9585153300
17	77	0.4373436200
83	17	0.3753369840
17	84	0.5646831513
17	85	0.1652734854
17	86	0.1594941175
91	17	0.1882360855
17	94	0.3950325703
17	97	0.0153925669
106	17	0.5867862116
17	117	0.0368942931
17	119	0.0546198576
17	121	0.0353022878
17	126	0.2766084190
17	127	0.1939007082
133	17	0.4881937142
134	17	0.0661414930
139	17	0.0565578188
17	141	0.0330909322
17	150	0.9213671113
17	165	1.0830465386
168	17	0.1447571474
18	23	0.1890664469
18	25	0.3813399362
18	27	0.1752120908
18	46	0.5502361254
18	50	0.7533466273
18	51	0.0693849378
18	57	0.2074987100
18	66	0.5896882656
18	76	0.7651277886
18	82	0.6533360830
83	18	0.0577981336
18	85	0.2125071011
18	89	1.7425082543
91	18	0.1167314542
93	18	0.1754622634
96	18	0.1641772484
18	98	0.3858037565
18	117	0.1483175049
131	18	0.1200386784
18	135	0.0494704066
18	144	0.4970322272
18	152	0.1484080915
156	18	0.0841242495
18	157	0.5791338017
18	158	0.2921002883
163	18	0.0744490692
166	18	0.0124877114
18	167	1.0231405026
18	173	0.4089522815
18	176	0.3614689108
18	180	0.4640744341
183	18	0.1326797710
33	19	0.0385226577
19	41	0.1414932245
19	65	0.2288265774
83	19	0.4380995796
19	87	0.2330461359
97	19	0.2350385207
122	19	0.1963118792
19	126	0.0261773314
154	19	0.7215706321
60	20	0.3031480536
84	20	0.1071060839
85	20	0.2532578749
95	20	0.7384779761
106	20	0.9226808293
119	20	0.3085846888
127	20	0.2389442635
136	20	1.2702880003
141	20	0.3028036854
144	20	0.2172488624
20	149	0.2408264992
49	21	0.2510456396
21	56	0.0801229290
92	21	0.1683518570
106	21	0.7113358699
153	21	0.1951033120
28	22	0.6946048422
33	22	0.3637554250
35	22	1.5235930211
36	22	0.2770996029
39	22	0.6418589834
64	22	1.0328016982
77	22	0.1383202350
83	22	0.7633323469
86	22	0.4959167962
95	22	0.9782472134
106	22	1.1624500666
108	22	0.7040720670
130	22	0.0315749317
134	22	1.2836106958
22	150	0.3457032564
154	22	1.0468033995
163	22	0.7799832825
168	22	0.7204210023
170	22	0.7695564296
184	22	0.6684464011
