index,node,cnt
1819,2462904,1
1820,1426709,1
1821,1345341,1
1822,1742550,1
1823,2170749,1
1824,1506546,1
1825,117920,1
1826,1427687,1
1827,2613958,1
1828,117916,1
1829,2144,1
1830,1778930,1
1831,1732,1
1832,174339,1
1833,117927,1
1834,117902,1
1835,117897,1
1836,894518,1
1837,894650,1
1838,1781931,1
1839,895111,1
1840,1031351,1
1841,662444,1
1842,1214574,1
1843,117845,1
1844,1196495,1
1845,1087955,1
1846,1196458,1
1847,1604196,1
1848,894530,1
1849,147529,1
1850,2384392,1
1851,2071314,1
1852,134730,1
1853,3195092,1
1854,1512335,1
1855,1087946,1
1856,1897742,1
1857,117831,1
1858,895227,1
1859,146982,1
1860,148483,1
1861,150540,1
1862,1087959,1
1863,1502612,1
1864,117861,1
1865,1638295,1
1866,895218,1
1867,2384440,1
1868,131161,1
1869,2384922,1
1870,78783,1
1871,670602,1
1872,670563,1
1873,895123,1
1874,895104,1
1875,195359,1
1876,149702,1
1877,1781968,1
1878,117852,1
1879,117843,1
1880,117868,1
1881,785139,1
1882,1761443,1
1883,1434187,1
1884,894792,1
1885,4040778,1
1886,134724,1
1887,4486661,1
1888,4050204,1
1889,664098,1
1890,117907,1
1891,117947,1
1892,1505592,1
1893,1972135,1
1894,1370428,1
1895,118008,1
1896,117985,1
1897,1057579,1
1898,1667554,1
1899,117982,1
1900,802791,1
1901,1199726,1
1902,127929,1
1903,118026,1
1904,118011,1
1905,903971,1
1906,1773703,1
1907,118027,1
1908,145853,1
1909,148795,1
1910,117980,1
1911,1096454,1
1912,852415,1
1913,187335,1
1914,1919820,1
1915,1158522,1
1916,1516927,1
1917,117996,1
1918,1676406,1
1919,1676536,1
1920,1488373,1
1921,2425092,1
1922,895103,1
1923,187264,1
1924,1723189,1
1925,894594,1
1926,894601,1
1927,118018,1
1928,1253246,1
1929,151630,1
1930,1768224,1
1931,2405707,1
1932,1638441,1
1933,118054,1
1934,784122,1
1935,2435941,1
1936,76840,1
1937,1986278,1
1938,1378954,1
1939,118013,1
1940,145882,1
1941,2353970,1
1942,1384892,1
1943,1523430,1
1944,1067400,1
1945,858288,1
1946,131149,1
1947,117952,1
1948,2425437,1
1949,2372081,1
1950,903985,1
1951,76282,1
1952,2341345,1
1953,698654,1
1954,65009,1
1955,1028717,1
1956,894534,1
1957,145857,1
1958,187408,1
1959,2372264,1
1960,1860086,1
1961,2274174,1
1962,852364,1
1963,894501,1
1964,1744465,1
1965,1730477,1
1966,66469,1
1967,894688,1
1968,117928,1
1969,117948,1
1970,894609,1
1971,1216632,1
1972,1751575,1
1973,145912,1
1974,1960391,1
1975,1466695,1
1976,1713964,1
1977,1713584,1
1978,782419,1
1979,1746487,1
1980,1751153,1
1981,78212,1
1982,1191667,1
1983,697374,1
1984,705166,1
1985,1449618,1
1986,145897,1
1987,1450793,1
1988,1207928,1
1989,2381317,1
1990,1473573,1
1991,2452694,1
1992,117954,1
1993,694395,1
1994,2457123,1
1995,50964,1
1996,1058651,1
1997,788614,1
1998,1755500,1
1999,773312,1
2000,1871161,1
2001,118482,1
2002,789071,1
2003,1449946,1
2004,1400629,1
2005,1755090,1
2006,2594580,1
2007,2590211,1
2008,1401705,1
2009,1060565,1
2010,145640,1
2011,137736,1
2012,770720,1
2013,145659,1
2014,2336357,1
2015,142878,1
2016,1060573,1
2017,1755222,1
2018,142877,1
2019,2336338,1
2020,145658,1
2021,1426655,1
2022,1473130,1
2023,1987937,1
2024,1561283,1
2025,1060560,1
2026,1473088,1
2027,1369755,1
2028,1488951,1
2029,77176,1
2030,852727,1
2031,77213,1
2032,2569285,1
2033,1743657,1
2034,4041501,1
2035,2382247,1
2036,118506,1
2037,4050837,1
2038,145646,1
2039,2358790,1
2040,799980,1
2041,1401302,1
2042,2330582,1
2043,1393999,1
2044,118394,1
2045,894940,1
2046,142888,1
2047,1893616,1
2048,2812210,1
2049,4065280,1
2050,1561296,1
2051,1264744,1
2052,118352,1
2053,1591702,1
2054,894654,1
2055,145633,1
2056,118356,1
2057,145654,1
2058,2542207,1
2059,1507483,1
2060,118362,1
2061,2586015,1
2062,1931082,1
2063,219618,1
2064,121160,1
2065,118385,1
2066,1662330,1
2067,1862257,1
2068,799995,1
2069,118509,1
2070,218926,1
2071,118363,1
2072,1855348,1
2073,620566,1
2074,1859517,1
2075,2291611,1
2076,118357,1
2077,1591751,1
2078,2335578,1
2079,145631,1
2080,1195356,1
2081,1870438,1
2082,1991912,1
2083,1426670,1
2084,1368565,1
2085,1404813,1
2086,792194,1
2087,2167279,1
2088,186714,1
2089,1316339,1
2090,794053,1
2091,625833,1
2092,145635,1
2093,118379,1
2094,1376987,1
2095,118370,1
2096,1087670,1
2097,2102137,1
2098,894669,1
2099,75789,1
2100,1060638,1
2101,145655,1
2102,794938,1
2103,1796535,1
2104,1398289,1
2105,145683,1
2106,118435,1
2107,894744,1
2108,799972,1
2109,76909,1
2110,799985,1
2111,118465,1
2112,777660,1
2113,2795278,1
2114,799986,1
2115,1509090,1
2116,1382990,1
2117,142897,1
2118,625711,1
2119,894661,1
2120,1685186,1
2121,118475,1
2122,2059074,1
2123,185776,1
2124,142891,1
2125,118438,1
2126,142885,1
2127,846742,1
2128,791054,1
2129,118434,1
2130,1768496,1
2131,1382816,1
2132,22179,1
2133,2102530,1
2134,2336088,1
2135,1353577,1
2136,626475,1
2137,790098,1
2138,186422,1
2139,1060435,1
2140,1383975,1
2141,776215,1
2142,2520562,1
2143,2454740,1
2144,118471,1
2145,2587254,1
2146,1463737,1
2147,2514219,1
2148,790258,1
2149,142900,1
2150,1560577,1
2151,1676997,1
2152,2451326,1
2153,2342471,1
2154,790470,1
2155,799969,1
2156,2620700,1
2157,2355344,1
2158,4072315,1
2159,772508,1
2160,118492,1
2161,1573449,1
2162,772352,1
2163,2355377,1
2164,40371,1
2165,40800,1
2166,776532,1
2167,1560592,1
2168,793161,1
2169,2581568,1
2170,2187950,1
2171,1450063,1
2172,167110,1
2173,1386727,1
2174,1397881,1
2175,145669,1
2176,118474,1
2177,1660655,1
2178,1439928,1
2179,894827,1
2180,118450,1
2181,4076226,1
2182,118410,1
2183,118415,1
2184,145120,1
2185,1060512,1
2186,1666850,1
2187,77090,1
2188,791239,1
2189,1560975,1
2190,1987540,1
2191,118430,1
2192,791122,1
2193,118468,1
2194,130146,1
2195,118424,1
2196,1269289,1
2197,166438,1
2198,1579863,1
2199,2103770,1
2200,782711,1
2201,1579981,1
2202,145653,1
2203,1749669,1
2204,1060440,1
2205,1369425,1
2206,1975595,1
2207,142894,1
2208,77183,1
2209,118470,1
2210,1859852,1
2211,4064707,1
2212,2449687,1
2213,118299,1
2214,1420164,1
2215,145754,1
2216,145734,1
2217,1376467,1
2218,205712,1
2219,76731,1
2220,1774259,1
2221,1985231,1
2222,118264,1
2223,205788,1
2224,1404060,1
2225,118250,1
2226,1404049,1
2227,778649,1
2228,1615721,1
2229,2628104,1
2230,145714,1
2231,2424965,1
2232,118274,1
2233,1769103,1
2234,145700,1
2235,2115945,1
2236,1657265,1
2237,4078114,1
2238,1759709,1
2239,2623595,1
2240,1376983,1
2241,118288,1
2242,4069331,1
2243,2271405,1
2244,894797,1
2245,184876,1
2246,763587,1
2247,137725,1
2248,894798,1
2249,118307,1
2250,118313,1
2251,2297954,1
2252,1878200,1
2253,118294,1
2254,1533349,1
2255,1877704,1
2256,118295,1
2257,118309,1
2258,1060765,1
2259,1060770,1
2260,118268,1
2261,118277,1
2262,118290,1
2263,1678149,1
2264,2463940,1
2265,1060825,1
2266,777357,1
2267,2519835,1
2268,118224,1
2269,1902533,1
2270,2511552,1
2271,2377988,1
2272,118179,1
2273,1067172,1
2274,626055,1
2275,852667,1
2276,2706,1
2277,2244731,1
2278,1759068,1
2279,1773390,1
2280,2165821,1
2281,1785528,1
2282,118202,1
2283,122248,1
2284,118214,1
2285,118181,1
2286,1868222,1
2287,2441554,1
2288,1060945,1
2289,127899,1
2290,1060948,1
2291,118219,1
2292,2377590,1
2293,1060830,1
2294,2206245,1
2295,1756181,1
2296,1580809,1
2297,1580987,1
2298,1198942,1
2299,757271,1
2300,2590164,1
2301,145712,1
2302,2466562,1
2303,1759607,1
2304,1060855,1
2305,1313833,1
2306,2178044,1
2307,1535016,1
2308,1507967,1
2309,1902551,1
2310,2521321,1
2311,1859397,1
2312,1781373,1
2313,1507975,1
2314,754643,1
2315,1678167,1
2316,1768927,1
2317,118245,1
2318,1748025,1
2319,118289,1
2320,118300,1
2321,1400636,1
2322,1960811,1
2323,2278672,1
2324,118323,1
2325,186865,1
2326,118329,1
2327,768822,1
2328,1473138,1
2329,1672508,1
2330,118332,1
2331,1499353,1
2332,3168776,1
2333,1057916,1
2334,217703,1
2335,121153,1
2336,145722,1
2337,2680439,1
2338,1773372,1
2339,769157,1
2340,185024,1
2341,145738,1
2342,2264742,1
2343,145730,1
2344,849023,1
2345,781115,1
2346,118339,1
2347,118296,1
2348,118326,1
2349,782464,1
2350,794386,1
2351,2342370,1
2352,767828,1
2353,1662103,1
2354,795526,1
2355,2211727,1
2356,118371,1
2357,1057949,1
2358,789854,1
2359,1507113,1
2360,118347,1
2361,1635395,1
2362,2633651,1
2363,137742,1
2364,118368,1
2365,777869,1
2366,77471,1
2367,137733,1
2368,118353,1
2369,789527,1
2370,2277242,1
2371,4065704,1
2372,121169,1
2373,2105782,1
2374,1081009,1
2375,1057883,1
2376,1501169,1
2377,2330904,1
2378,894908,1
2379,2588350,1
2380,1762668,1
2381,763642,1
2382,764384,1
2383,2506080,1
2384,1534062,1
2385,145737,1
2386,1533957,1
2387,2425692,1
2388,1754523,1
2389,118317,1
2390,2175651,1
2391,145749,1
2392,1181141,1
2393,145709,1
2394,1249351,1
2395,3153112,1
2396,2390370,1
2397,118318,1
2398,216733,1
2399,1060712,1
2400,3203656,1
2401,1060708,1
2402,1206802,1
2403,2374879,1
2404,1580727,1
2405,1947466,1
2406,1987708,1
2407,219509,1
2408,4074428,1
2409,4051915,1
2410,4076297,1
2411,121157,1
2412,1397325,1
2413,2331188,1
2414,145764,1
2415,781722,1
2416,137002,1
2417,1783748,1
2418,1397401,1
2419,183926,1
2420,76761,1
2421,2449754,1
2422,1353786,1
2423,159430,1
2424,622304,1
2425,1991772,1
2426,2443943,1
2427,1087957,1
2428,110307,1
2429,109604,1
2430,109560,1
2431,109621,1
2432,109694,1
2433,110428,1
2434,110237,1
2435,109638,1
2436,110031,1
2437,109627,1
2438,109682,1
2439,109590,1
2440,109679,1
2441,109677,1
2442,109727,1
2443,1175611,1
2444,315819,1
2445,109518,1
2446,109504,1
2447,109511,1
2448,109517,1
2449,109525,1
2450,109535,1
2451,109503,1
2452,109495,1
2453,109454,1
2454,109492,1
2455,109403,1
2456,109433,1
2457,2347482,1
2458,109429,1
2459,109338,1
2460,104394,1
2461,109680,1
2462,109698,1
2463,109857,1
2464,110140,1
2465,109976,1
2466,109965,1
2467,1773652,1
2468,1291154,1
2469,2431765,1
2470,109940,1
2471,109860,1
2472,109925,1
2473,109867,1
2474,109895,1
2475,109861,1
2476,109876,1
2477,109866,1
2478,109892,1
2479,109731,1
2480,109830,1
2481,109820,1
2482,109809,1
2483,109818,1
2484,109773,1
2485,109930,1
2486,109768,1
2487,109823,1
2488,109666,1
2489,264122,1
2490,2045847,1
2491,109718,1
2492,109725,1
2493,109671,1
2494,109539,1
2495,109528,1
2496,109437,1
2497,108995,1
2498,109133,1
2499,1246483,1
2500,109066,1
2501,109004,1
2502,109052,1
2503,109137,1
2504,109128,1
2505,109069,1
2506,318518,1
2507,109059,1
2508,109050,1
2509,104034,1
2510,108968,1
2511,108988,1
2512,109087,1
2513,109130,1
2514,109048,1
2515,109020,1
2516,2231986,1
2517,108974,1
2518,108914,1
2519,108980,1
2520,109449,1
2521,109023,1
2522,109016,1
2523,108909,1
2524,108962,1
2525,108993,1
2526,108896,1
2527,108888,1
2528,109214,1
2529,109117,1
2530,109416,1
2531,109310,1
2532,1510319,1
2533,109348,1
2534,109438,1
2535,109491,1
2536,109522,1
2537,330277,1
2538,338705,1
2539,109258,1
2540,109292,1
2541,109272,1
2542,109520,1
2543,109270,1
2544,109267,1
2545,109304,1
2546,109291,1
2547,109769,1
2548,109565,1
2549,109218,1
2550,109271,1
2551,109237,1
2552,109225,1
2553,109216,1
2554,109200,1
2555,109204,1
2556,109220,1
2557,1682020,1
2558,109134,1
2559,110273,1
2560,358671,1
2561,110327,1
2562,109967,1
2563,110020,1
2564,108882,1
2565,110658,1
2566,110550,1
2567,1724166,1
2568,1530240,1
2569,3708977,1
2570,110649,1
2571,110758,1
2572,110654,1
2573,110017,1
2574,110706,1
2575,110686,1
2576,110693,1
2577,110712,1
2578,110660,1
2579,2055758,1
2580,110470,1
2581,110520,1
2582,110534,1
2583,110507,1
2584,110459,1
2585,1534495,1
2586,109615,1
2587,110473,1
2588,110464,1
2589,110441,1
2590,110466,1
2591,110416,1
2592,110372,1
2593,110458,1
2594,110436,1
2595,2300512,1
2596,110352,1
2597,110720,1
2598,110754,1
2599,110719,1
2600,398132,1
2601,110889,1
2602,110942,1
2603,110904,1
2604,110914,1
2605,110810,1
2606,1188198,1
2607,110827,1
2608,110829,1
2609,2367165,1
2610,110874,1
2611,1518420,1
2612,110890,1
2613,110917,1
2614,111946,1
2615,404985,1
2616,110782,1
2617,403677,1
2618,110787,1
2619,110748,1
2620,110797,1
2621,419638,1
2622,406603,1
2623,110764,1
2624,110807,1
2625,110750,1
2626,110714,1
2627,110757,1
2628,110709,1
2629,110667,1
2630,110798,1
2631,110475,1
2632,110374,1
2633,110425,1
2634,110112,1
2635,110188,1
2636,1180855,1
2637,110155,1
2638,110225,1
2639,110228,1
2640,110161,1
2641,1943901,1
2642,110132,1
2643,110103,1
2644,110109,1
2645,110049,1
2646,110135,1
2647,365454,1
2648,110116,1
2649,110078,1
2650,110217,1
2651,110097,1
2652,398255,1
2653,110098,1
2654,1150463,1
2655,110093,1
2656,110128,1
2657,110096,1
2658,110075,1
2659,110063,1
2660,1876669,1
2661,2222573,1
2662,110044,1
2663,110060,1
2664,2025624,1
2665,110230,1
2666,1740160,1
2667,110380,1
2668,110311,1
2669,454686,1
2670,110366,1
2671,1502502,1
2672,110353,1
2673,110336,1
2674,1680466,1
2675,1430305,1
2676,110333,1
2677,110268,1
2678,110299,1
2679,110325,1
2680,110320,1
2681,1265798,1
2682,1509015,1
2683,1145118,1
2684,1783797,1
2685,110305,1
2686,110331,1
2687,110261,1
2688,110315,1
2689,110256,1
2690,110317,1
2691,386938,1
2692,110215,1
2693,110244,1
2694,110274,1
2695,110298,1
2696,110185,1
2697,110232,1
2698,110338,1
2699,108913,1
2700,1683166,1
2701,1969681,1
2702,107748,1
2703,109760,1
2704,111252,1
2705,111093,1
2706,110245,1
2707,109402,1
2708,110076,1
2709,108362,1
2710,106722,1
2711,108375,1
2712,110275,1
2713,105646,1
2714,105130,1
2715,105299,1
2716,105748,1
2717,105731,1
2718,105689,1
2719,105681,1
2720,105609,1
2721,105508,1
2722,105460,1
2723,105484,1
2724,105314,1
2725,105312,1
2726,105337,1
2727,105285,1
2728,105281,1
2729,105242,1
2730,105249,1
2731,105243,1
2732,105202,1
2733,105167,1
2734,105802,1
2735,105820,1
2736,105963,1
2737,105866,1
2738,106729,1
2739,1339060,1
2740,106660,1
2741,106577,1
2742,105205,1
2743,106622,1
2744,106566,1
2745,106496,1
2746,261260,1
2747,106499,1
2748,106434,1
2749,106449,1
2750,94565,1
2751,106534,1
2752,106883,1
2753,105930,1
2754,106407,1
2755,106329,1
2756,106172,1
2757,106187,1
2758,106127,1
2759,106097,1
2760,106049,1
2761,105978,1
2762,105977,1
2763,106079,1
2764,105191,1
2765,105912,1
2766,105920,1
2767,105862,1
2768,105186,1
2769,104831,1
2770,105059,1
2771,103096,1
2772,105751,1
2773,104615,1
2774,110783,1
2775,110997,1
2776,111187,1
2777,111227,1
2778,389145,1
2779,437447,1
2780,103542,1
2781,103511,1
2782,103490,1
2783,1384522,1
2784,103369,1
2785,103276,1
2786,103243,1
2787,109455,1
2788,103017,1
2789,102952,1
2790,101897,1
2791,97365,1
2792,102283,1
2793,102106,1
2794,100923,1
2795,101022,1
2796,101320,1
2797,100734,1
2798,100413,1
2799,3602618,1
2800,97437,1
2801,84759,1
2802,110159,1
2803,110272,1
2804,105054,1
2805,350872,1
2806,104979,1
2807,104912,1
2808,104881,1
2809,104896,1
2810,104849,1
2811,104758,1
2812,1507366,1
2813,104660,1
2814,104630,1
2815,104668,1
2816,104623,1
2817,103537,1
2818,101540,1
2819,104491,1
2820,109431,1
2821,103716,1
2822,104357,1
2823,104318,1
2824,104302,1
2825,103892,1
2826,103741,1
2827,104269,1
2828,104216,1
2829,104224,1
2830,104170,1
2831,104131,1
2832,104057,1
2833,104061,1
2834,103820,1
2835,103701,1
2836,106699,1
2837,1447366,1
2838,312370,1
2839,1454918,1
2840,108279,1
2841,108236,1
2842,108378,1
2843,108341,1
2844,1753847,1
2845,108348,1
2846,106757,1
2847,106837,1
2848,108360,1
2849,108380,1
2850,108379,1
2851,108361,1
2852,108413,1
2853,108526,1
2854,2392344,1
2855,108329,1
2856,291722,1
2857,108183,1
2858,296468,1
2859,108194,1
2860,108154,1
2861,1176122,1
2862,108148,1
2863,108135,1
2864,108088,1
2865,108215,1
2866,108032,1
2867,108184,1
2868,1123105,1
2869,393156,1
2870,108033,1
2871,108417,1
2872,108420,1
2873,108466,1
2874,108709,1
2875,109898,1
2876,314756,1
2877,108813,1
2878,108799,1
2879,108857,1
2880,108792,1
2881,108810,1
2882,108824,1
2883,108793,1
2884,1836476,1
2885,108736,1
2886,108634,1
2887,108766,1
2888,108640,1
2889,108839,1
2890,108554,1
2891,2379542,1
2892,108655,1
2893,109594,1
2894,109855,1
2895,330882,1
2896,108612,1
2897,108533,1
2898,108488,1
2899,108611,1
2900,108597,1
2901,108714,1
2902,108492,1
2903,108472,1
2904,108495,1
2905,2326045,1
2906,284398,1
2907,107898,1
2908,107202,1
2909,107318,1
2910,107254,1
2911,107250,1
2912,1531833,1
2913,107265,1
2914,107209,1
2915,107194,1
2916,107187,1
2917,107248,1
2918,107247,1
2919,107191,1
2920,84695,1
2921,104944,1
2922,107162,1
2923,107138,1
2924,107336,1
2925,107082,1
2926,107015,1
2927,107016,1
2928,106995,1
2929,106990,1
2930,107086,1
2931,106968,1
2932,106963,1
2933,106973,1
2934,106948,1
2935,106936,1
2936,106847,1
2937,106788,1
2938,106784,1
2939,107291,1
2940,107607,1
2941,108113,1
2942,107736,1
2943,107970,1
2944,1434653,1
2945,102455,1
2946,107884,1
2947,107971,1
2948,107890,1
2949,107871,1
2950,107840,1
2951,107831,1
2952,107841,1
2953,107730,1
2954,107716,1
2955,107672,1
2956,460134,1
2957,107679,1
2958,107394,1
2959,107669,1
2960,107749,1
2961,107654,1
2962,107609,1
2963,107625,1
2964,107657,1
2965,107564,1
2966,1544998,1
2967,2464872,1
2968,108266,1
2969,107965,1
2970,106413,1
2971,291958,1
2972,107413,1
2973,110832,1
2974,110895,1
2975,110932,1
2976,112606,1
2977,112512,1
2978,112522,1
2979,112634,1
2980,112605,1
2981,112530,1
2982,112564,1
2983,112620,1
2984,112708,1
2985,1351151,1
2986,112626,1
2987,112585,1
2988,112579,1
2989,112635,1
2990,112568,1
2991,112559,1
2992,112570,1
2993,112513,1
2994,112557,1
2995,112508,1
2996,629096,1
2997,1717810,1
2998,2182764,1
2999,677160,1
3000,1223531,1
3001,112493,1
3002,2376061,1
3003,554895,1
3004,1492801,1
3005,2376224,1
3006,540063,1
3007,1577083,1
3008,112558,1
3009,112633,1
3010,112610,1
3011,112618,1
3012,112657,1
3013,112780,1
3014,112742,1
3015,112659,1
3016,1670855,1
3017,1534849,1
3018,572183,1
3019,1664086,1
3020,559988,1
3021,572170,1
3022,715797,1
3023,157425,1
3024,112643,1
3025,112644,1
3026,1519115,1
3027,112577,1
3028,2379496,1
3029,112623,1
3030,557241,1
3031,556586,1
3032,2362840,1
3033,112637,1
3034,1498531,1
3035,112616,1
3036,112622,1
3037,1519282,1
3038,112594,1
3039,112628,1
3040,2363033,1
3041,2431025,1
3042,112446,1
3043,112470,1
3044,2464056,1
3045,522892,1
3046,1799434,1
3047,2405645,1
3048,1577216,1
3049,526798,1
3050,1568514,1
3051,1775827,1
3052,1775658,1
3053,112302,1
3054,112276,1
3055,112278,1
3056,112273,1
3057,112262,1
3058,112311,1
3059,112312,1
3060,521937,1
3061,112352,1
3062,112253,1
3063,112266,1
3064,112254,1
3065,112315,1
3066,112304,1
3067,1175427,1
3068,112226,1
3069,112259,1
3070,112241,1
3071,112218,1
3072,112255,1
3073,112256,1
3074,1170824,1
3075,112174,1
3076,112348,1
3077,112388,1
3078,112449,1
3079,112416,1
3080,112488,1
3081,112454,1
3082,669070,1
3083,2437821,1
3084,2402827,1
3085,112432,1
3086,112475,1
3087,112456,1
3088,112471,1
3089,537792,1
3090,555162,1
3091,541732,1
3092,112435,1
3093,660200,1
3094,112458,1
3095,2620710,1
3096,112434,1
3097,1849445,1
3098,112472,1
3099,112461,1
3100,112418,1
3101,112425,1
3102,112412,1
3103,112403,1
3104,112389,1
3105,112386,1
3106,531870,1
3107,112404,1
3108,112390,1
3109,112381,1
3110,112774,1
3111,1386258,1
3112,110941,1
3113,2428078,1
3114,112894,1
3115,112884,1
3116,112874,1
3117,1515115,1
3118,112873,1
3119,599327,1
3120,1471450,1
3121,112655,1
3122,112854,1
3123,112900,1
3124,1746084,1
3125,1099267,1
3126,659860,1
3127,715041,1
3128,658317,1
3129,117923,1
3130,112888,1
3131,112846,1
3132,674620,1
3133,2092445,1
3134,112821,1
3135,112877,1
3136,112845,1
3137,112883,1
3138,112835,1
3139,2431365,1
3140,112836,1
3141,112800,1
3142,112881,1
3143,112855,1
3144,112833,1
3145,112858,1
3146,112871,1
3147,1657369,1
3148,112931,1
3149,1087950,1
3150,1087954,1
3151,112934,1
3152,712999,1
3153,117872,1
3154,112935,1
3155,117836,1
3156,112428,1
3157,1524989,1
3158,117842,1
3159,112924,1
3160,1112368,1
3161,2429609,1
3162,112914,1
3163,1617031,1
3164,112898,1
3165,1617897,1
3166,1154894,1
3167,652883,1
3168,653703,1
3169,1746202,1
3170,1568694,1
3171,2446808,1
3172,662432,1
3173,2449637,1
3174,627349,1
3175,655512,1
3176,611569,1
3177,102356,1
3178,654585,1
3179,112826,1
3180,112808,1
3181,112798,1
3182,1740196,1
3183,1779630,1
3184,112725,1
3185,678504,1
3186,112787,1
3187,112764,1
3188,112773,1
3189,112763,1
3190,112729,1
3191,112730,1
3192,112753,1
3193,112711,1
3194,112728,1
3195,1348841,1
3196,1674551,1
3197,1829968,1
3198,112734,1
3199,112671,1
3200,112696,1
3201,112744,1
3202,112694,1
3203,112747,1
3204,112673,1
3205,2171641,1
3206,1663824,1
3207,112697,1
3208,112779,1
3209,112720,1
3210,112678,1
3211,112731,1
3212,1409168,1
3213,112766,1
3214,112771,1
3215,112795,1
3216,1784434,1
3217,1736343,1
3218,1659315,1
3219,1747332,1
3220,676501,1
3221,741900,1
3222,758304,1
3223,112844,1
3224,117894,1
3225,1513123,1
3226,1517488,1
3227,2451810,1
3228,1747577,1
3229,2607512,1
3230,1862307,1
3231,2431347,1
3232,112743,1
3233,584528,1
3234,1423352,1
3235,583649,1
3236,1766605,1
3237,2309234,1
3238,112812,1
3239,112778,1
3240,112783,1
3241,112754,1
3242,1171395,1
3243,583331,1
3244,1182224,1
3245,112767,1
3246,112768,1
3247,112212,1
3248,112209,1
3249,112323,1
3250,1618495,1
3251,111429,1
3252,111384,1
3253,111440,1
3254,111552,1
3255,111665,1
3256,1516609,1
3257,111517,1
3258,112258,1
3259,111501,1
3260,2248588,1
3261,111475,1
3262,111481,1
3263,111371,1
3264,111507,1
3265,515208,1
3266,111495,1
3267,111365,1
3268,111372,1
3269,111383,1
3270,111418,1
3271,547312,1
3272,111285,1
3273,111375,1
3274,111294,1
3275,111286,1
3276,112901,1
3277,111378,1
3278,111397,1
3279,111379,1
3280,111296,1
3281,336319,1
3282,111425,1
3283,111476,1
3284,111510,1
3285,111669,1
3286,111686,1
3287,111625,1
3288,108646,1
3289,111619,1
3290,111726,1
3291,111672,1
3292,520577,1
3293,2419359,1
3294,111610,1
3295,111622,1
3296,111736,1
3297,3940166,1
3298,111611,1
3299,111614,1
3300,111556,1
3301,111420,1
3302,111661,1
3303,111535,1
3304,111542,1
3305,111562,1
3306,111560,1
3307,111549,1
3308,2401383,1
3309,1403311,1
3310,1683515,1
3311,1946214,1
3312,111437,1
3313,111489,1
3314,450585,1
3315,450721,1
3316,111290,1
3317,111284,1
3318,111299,1
3319,110958,1
3320,111063,1
3321,1999258,1
3322,111105,1
3323,111173,1
3324,111113,1
3325,2615135,1
3326,1785010,1
3327,418200,1
3328,1828048,1
3329,1502558,1
3330,111015,1
3331,111017,1
3332,110964,1
3333,110956,1
3334,110990,1
3335,111116,1
3336,110963,1
3337,110981,1
3338,110966,1
3339,110935,1
3340,1306170,1
3341,110930,1
3342,110944,1
3343,110998,1
3344,110976,1
3345,1519873,1
3346,452073,1
3347,110965,1
3348,110921,1
3349,110901,1
3350,111117,1
3351,111143,1
3352,1484157,1
3353,111245,1
3354,1088444,1
3355,1434329,1
3356,441761,1
3357,442963,1
3358,111200,1
3359,111206,1
3360,111265,1
3361,111250,1
3362,111216,1
3363,111241,1
3364,111257,1
3365,111235,1
3366,111186,1
3367,111196,1
3368,111490,1
3369,111146,1
3370,111246,1
3371,111193,1
3372,111239,1
3373,111258,1
3374,111168,1
3375,1132095,1
3376,1505643,1
3377,111219,1
3378,111214,1
3379,111263,1
3380,111172,1
3381,463179,1
3382,111065,1
3383,111095,1
3384,111743,1
3385,111678,1
3386,111749,1
3387,112136,1
3388,540085,1
3389,112038,1
3390,112096,1
3391,112085,1
3392,112132,1
3393,112261,1
3394,513194,1
3395,112076,1
3396,112072,1
3397,2180853,1
3398,1540390,1
3399,112020,1
3400,112097,1
3401,112098,1
3402,112080,1
3403,112086,1
3404,112025,1
3405,112012,1
3406,112014,1
3407,111983,1
3408,111982,1
3409,112027,1
3410,111985,1
3411,111992,1
3412,112103,1
3413,2604071,1
3414,2072920,1
3415,111968,1
3416,111978,1
3417,111965,1
3418,112100,1
3419,112141,1
3420,111979,1
3421,2406026,1
3422,558155,1
3423,112270,1
3424,112166,1
3425,112227,1
3426,112252,1
3427,112157,1
3428,112163,1
3429,112176,1
3430,112177,1
3431,112155,1
3432,747578,1
3433,546093,1
3434,112490,1
3435,1827299,1
3436,112313,1
3437,112116,1
3438,508719,1
3439,505946,1
3440,112487,1
3441,505504,1
3442,112125,1
3443,112126,1
3444,112139,1
3445,112143,1
3446,504496,1
3447,112093,1
3448,112084,1
3449,112104,1
3450,1111558,1
3451,112121,1
3452,111977,1
3453,112017,1
3454,471042,1
3455,483262,1
3456,111865,1
3457,111856,1
3458,1228080,1
3459,111798,1
3460,111824,1
3461,111835,1
3462,111823,1
3463,111789,1
3464,111871,1
3465,111785,1
3466,111779,1
3467,1516495,1
3468,480360,1
3469,1807773,1
3470,1390131,1
3471,111833,1
3472,112145,1
3473,2432038,1
3474,111759,1
3475,111687,1
3476,111756,1
3477,111725,1
3478,111742,1
3479,111757,1
3480,468755,1
3481,2458281,1
3482,111721,1
3483,111738,1
3484,111732,1
3485,484872,1
3486,111912,1
3487,111858,1
3488,111987,1
3489,484679,1
3490,111966,1
3491,481719,1
3492,492074,1
3493,494238,1
3494,1745361,1
3495,488536,1
3496,112022,1
3497,111956,1
3498,111945,1
3499,111928,1
3500,111915,1
3501,111937,1
3502,111959,1
3503,2430956,1
3504,111926,1
3505,111859,1
3506,111936,1
