index,node,cnt
1515,1180570,2
1516,62382,2
1517,106786,2
1518,106771,2
1519,106775,2
1520,104551,2
1521,106967,2
1522,106964,2
1523,106933,2
1524,99622,2
1525,109221,2
1526,109923,2
1527,109481,2
1528,347528,2
1529,109624,2
1530,1097246,2
1531,109527,2
1532,2344327,2
1533,109386,2
1534,137739,2
1535,109724,2
1536,134748,2
1537,109953,2
1538,109714,2
1539,109729,2
1540,109966,2
1541,109314,2
1542,109469,2
1543,109893,2
1544,109695,2
1545,789603,2
1546,2456081,2
1547,343297,2
1548,109833,2
1549,109932,2
1550,894843,2
1551,109530,2
1552,109939,2
1553,109336,2
1554,375497,2
1555,110264,2
1556,109916,2
1557,109420,2
1558,789774,2
1559,109931,2
1560,109395,2
1561,109872,2
1562,109858,2
1563,109776,2
1564,109592,2
1565,101681,2
1566,109392,2
1567,109479,2
1568,109509,2
1569,108595,2
1570,109904,2
1571,109897,2
1572,137749,2
1573,109896,2
1574,102720,2
1575,109406,2
1576,109586,2
1577,799976,2
1578,109929,2
1579,109616,2
1580,347649,2
1581,109836,2
1582,110923,2
1583,1592076,2
1584,110062,2
1585,109716,2
1586,335067,2
1587,109723,2
1588,110938,2
1589,109533,2
1590,76903,2
1591,109622,2
1592,109606,2
1593,1773615,2
1594,281765,2
1595,109611,2
1596,109506,2
1597,109289,2
1598,110033,2
1599,109642,2
1600,109296,2
1601,109587,2
1602,109874,2
1603,109648,2
1604,109541,2
1605,110113,2
1606,109871,2
1607,109894,2
1608,789140,2
1609,109822,2
1610,2119775,2
1611,109505,2
1612,894878,2
1613,145928,1
1614,722611,1
1615,789276,1
1616,118022,1
1617,2165500,1
1618,1374294,1
1619,2188537,1
1620,1799645,1
1621,1384755,1
1622,78034,1
1623,145793,1
1624,2436073,1
1625,2365615,1
1626,1466761,1
1627,145788,1
1628,145904,1
1629,2208866,1
1630,1590505,1
1631,1517348,1
1632,2378735,1
1633,2427543,1
1634,37726,1
1635,2456049,1
1636,1195173,1
1637,1634893,1
1638,145922,1
1639,118044,1
1640,1497079,1
1641,2436060,1
1642,118058,1
1643,1768097,1
1644,136990,1
1645,118029,1
1646,2555137,1
1647,789600,1
1648,118049,1
1649,2347917,1
1650,1198745,1
1651,1768079,1
1652,2190027,1
1653,136995,1
1654,533863,1
1655,867448,1
1656,2959736,1
1657,130159,1
1658,1768046,1
1659,1984885,1
1660,118052,1
1661,2959737,1
1662,2459753,1
1663,783175,1
1664,2280145,1
1665,717539,1
1666,1769810,1
1667,2567,1
1668,118055,1
1669,1769396,1
1670,1057701,1
1671,127915,1
1672,2435981,1
1673,2334003,1
1674,1057691,1
1675,3195890,1
1676,136986,1
1677,1518823,1
1678,1057682,1
1679,1369576,1
1680,1057558,1
1681,145786,1
1682,118066,1
1683,145804,1
1684,1707183,1
1685,182992,1
1686,122241,1
1687,1172635,1
1688,136996,1
1689,1440936,1
1690,127898,1
1691,127897,1
1692,781045,1
1693,2442304,1
1694,1239150,1
1695,743021,1
1696,2419604,1
1697,1088006,1
1698,741725,1
1699,1669236,1
1700,2419717,1
1701,118146,1
1702,1441272,1
1703,2600346,1
1704,118133,1
1705,894975,1
1706,1913318,1
1707,1518709,1
1708,1518815,1
1709,2959735,1
1710,118176,1
1711,213842,1
1712,169688,1
1713,1628737,1
1714,1058533,1
1715,1628712,1
1716,52836,1
1717,1572837,1
1718,2355604,1
1719,1441641,1
1720,118234,1
1721,1400009,1
1722,118191,1
1723,1758559,1
1724,894512,1
1725,2186852,1
1726,2393713,1
1727,145824,1
1728,136997,1
1729,118151,1
1730,118155,1
1731,118149,1
1732,743063,1
1733,118103,1
1734,118147,1
1735,118096,1
1736,1172684,1
1737,118089,1
1738,1057702,1
1739,145815,1
1740,1061016,1
1741,1743739,1
1742,2369599,1
1743,210093,1
1744,2365320,1
1745,76142,1
1746,1651558,1
1747,30595,1
1748,118112,1
1749,1517312,1
1750,187127,1
1751,118082,1
1752,118104,1
1753,2393810,1
1754,1774526,1
1755,145777,1
1756,2280007,1
1757,118092,1
1758,118136,1
1759,136991,1
1760,782687,1
1761,187112,1
1762,145810,1
1763,852521,1
1764,118140,1
1765,118142,1
1766,1622023,1
1767,127908,1
1768,137006,1
1769,786528,1
1770,2456313,1
1771,2441758,1
1772,145823,1
1773,118086,1
1774,118073,1
1775,145795,1
1776,136985,1
1777,1024616,1
1778,127910,1
1779,1752114,1
1780,1122997,1
1781,1876270,1
1782,1466352,1
1783,1404569,1
1784,151874,1
1785,145902,1
1786,1634900,1
1787,131156,1
1788,117921,1
1789,117881,1
1790,1831507,1
1791,1624292,1
1792,117879,1
1793,1723,1
1794,1198401,1
1795,69239,1
1796,131143,1
1797,2454480,1
1798,1327873,1
1799,2385579,1
1800,2103208,1
1801,1756851,1
1802,186102,1
1803,1525249,1
1804,709483,1
1805,131150,1
1806,1504375,1
1807,2049216,1
1808,1666994,1
1809,69193,1
1810,894667,1
1811,1296847,1
1812,1466713,1
1813,2039068,1
1814,786337,1
1815,1744524,1
1816,117906,1
1817,117925,1
1818,1347861,1
